windspeed_ms,power_kw
3,74
4,632
5,1518
6,2822
7,4612
8,6886
9,9805
10,13450
11,16000
12,16000
13,16000
14,16000
15,16000
16,16000
17,16000
18,16000
19,16000
20,16000
21,16000
22,16000
23,16000
24,16000
25,16000
