windspeed_ms,power_kw
3,61
4,514
5,1233
6,2293
7,3747
8,5595
9,7966
10,10928
11,13000
12,13000
13,13000
14,13000
15,13000
16,13000
17,13000
18,13000
19,13000
20,13000
21,13000
22,13000
23,13000
24,13000
25,13000
