id,substation_id,name,type,longitude,latitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
T92,OSS2,T92,turbine,-71.0583278,41.09456313,3.0,1.0,3.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,327134,4551296,16668,1852,2.6870445258649136,0
T99,OSS2,T99,turbine,-71.05780739,41.07789091,3.0,2.0,3.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,327134,4549444,16668,0,1.916639831239056,0
T50,OSS1,T50,turbine,-71.1497429,41.19298058,4.0,0.0,4.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,319726,4562408,9260,12964,1.91662560367958,0
T82,OSS2,T82,turbine,-71.03680456,41.11162728,4.0,0.0,4.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,328986,4553148,18520,3704,1.916609159091704,0
T51,OSS1,T51,turbine,-71.17181264,41.19256632,4.0,1.0,4.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,317874,4562408,7408,12964,1.9165945695204936,0
T91,OSS2,T91,turbine,-71.03628929,41.09495489,4.0,1.0,4.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,328986,4551296,18520,1852,1.916578600940648,0
T52,OSS1,T52,turbine,-71.19388192,41.19214784,4.0,2.0,4.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,316022,4562408,5556,12964,2.686567753833453,0
T98,OSS2,T98,turbine,-71.03577444,41.07828243,4.0,2.0,4.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,328986,4549444,18520,0,1.9237173886747627,0
T53,OSS1,T53,turbine,-71.21595072,41.19172513,4.0,3.0,4.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,314170,4562408,3704,12964,1.9237234450449443,0
T97,OSS2,T97,turbine,-71.01374107,41.07866975,4.0,3.0,4.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,330838,4549444,20372,0,6.7468671071606,0
T96,OSS2,T96,turbine,-70.99170726,41.07905285,4.0,4.0,4.0,4.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,332690,4549444,22224,0,1.9166998178843453,0
T95,OSS2,T95,turbine,-70.96967303,41.07943174,4.0,5.0,4.0,5.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,334542,4549444,24076,0,1.9167135328993965,0
T94,OSS2,T94,turbine,-70.94763839,41.07980642,4.0,6.0,4.0,6.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,336394,4549444,25928,0,1.916728296756396,0
T56,OSS1,T56,turbine,-71.10613672,41.2104678,5.0,0.0,5.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,323430,4564260,12964,14816,1.916742487930701,0
T90,OSS2,T90,turbine,-71.01425035,41.09534242,5.0,0.0,5.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,330838,4551296,20372,1852,1.916756916914513,0
T55,OSS1,T55,turbine,-71.08406003,41.21086961,5.0,1.0,5.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,325282,4564260,14816,14816,5.63230840297642,0
T89,OSS2,T89,turbine,-70.99221098,41.09572575,5.0,1.0,5.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,332690,4551296,22224,1852,1.9237140974737343,0
T54,OSS1,T54,turbine,-71.06198289,41.21126719,5.0,2.0,5.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,327134,4564260,16668,14816,1.916672386239492,0
T88,OSS2,T88,turbine,-70.97017119,41.09610486,5.0,2.0,5.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,334542,4551296,24076,1852,2.6870735742860083,0
T87,OSS2,T87,turbine,-70.94813098,41.09647976,5.0,3.0,5.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,336394,4551296,25928,1852,1.9167177438912968,0
T44,OSS1,T44,turbine,-71.14919751,41.17630962,6.0,0.0,6.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,319726,4560556,9260,11112,1.9237779010731828,0
T80,OSS2,T80,turbine,-70.99271512,41.1123986,6.0,0.0,6.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,332690,4553148,22224,3704,3.764073850586939,0
T45,OSS1,T45,turbine,-71.17126166,41.17589561,6.0,1.0,6.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,317874,4560556,7408,11112,1.916703134238943,0
T79,OSS2,T79,turbine,-70.97066976,41.11277793,6.0,1.0,6.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,334542,4553148,24076,3704,1.923749890667652,0
T46,OSS1,T46,turbine,-71.19332535,41.17547737,6.0,2.0,6.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,316022,4560556,5556,11112,7.458755173993337,0
T77,OSS2,T77,turbine,-70.92657779,41.11352396,6.0,2.0,6.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,338246,4553148,27780,3704,1.916773559835903,0
T47,OSS1,T47,turbine,-71.21538857,41.17505491,6.0,3.0,6.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,314170,4560556,3704,11112,1.9167876826221435,0
T76,OSS2,T76,turbine,-70.90453118,41.11389064,6.0,3.0,6.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,340098,4553148,29632,3704,1.9168012057721344,0
T75,OSS2,T75,turbine,-70.88248418,41.11425312,6.0,4.0,6.0,4.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,341950,4553148,31484,3704,1.9168141292977072,0
T74,OSS2,T74,turbine,-70.86043677,41.11461137,6.0,5.0,6.0,5.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,343802,4553148,33336,3704,1.916827314391633,0
T73,OSS2,T73,turbine,-70.83838897,41.11496541,6.0,6.0,6.0,6.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,345654,4553148,35188,3704,1.916840689224585,0
T49,OSS1,T49,turbine,-71.12767271,41.19339061,7.0,0.0,7.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,321578,4562408,11112,12964,1.9237693540612943,0
T43,OSS1,T43,turbine,-71.1271329,41.17671941,7.0,1.0,7.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,321578,4560556,11112,11112,1.923774305457033,0
T36,OSS1,T36,turbine,-71.14865258,41.15963861,7.0,2.0,7.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,319726,4558704,9260,9260,1.9237792764003605,0
T37,OSS1,T37,turbine,-71.17071114,41.15922483,7.0,3.0,7.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,317874,4558704,7408,9260,2.6866638125948272,0
T38,OSS1,T38,turbine,-71.19276925,41.15880684,7.0,4.0,7.0,4.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,316022,4558704,5556,9260,1.923787831097952,0
T39,OSS1,T39,turbine,-71.21482688,41.15838462,7.0,5.0,7.0,5.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,314170,4558704,3704,9260,1.923795048414464,0
T40,OSS1,T40,turbine,-71.23688405,41.15795819,7.0,6.0,7.0,6.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,312318,4558704,1852,9260,1.9167365270859145,0
T41,OSS1,T41,turbine,-71.25894074,41.15752753,7.0,7.0,7.0,7.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,310466,4558704,0,9260,1.916751697003916,0
T48,OSS1,T48,turbine,-71.10560206,41.19379641,8.0,0.0,8.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,323430,4562408,12964,12964,1.9167654536633367,0
T42,OSS1,T42,turbine,-71.10506785,41.17712498,8.0,1.0,8.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,323430,4560556,12964,11112,1.9167786089819323,0
T34,OSS1,T34,turbine,-71.10453408,41.16045349,8.0,2.0,8.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,323430,4558704,12964,9260,5.303954626625401,0
T33,OSS1,T33,turbine,-71.08247416,41.1608546,9.0,0.0,9.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,325282,4558704,14816,9260,1.9167496484635167,0
T32,OSS1,T32,turbine,-71.06041379,41.16125149,9.0,1.0,9.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,327134,4558704,16668,9260,1.9167633517209577,0
T31,OSS1,T31,turbine,-71.03835299,41.16164416,9.0,2.0,9.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,328986,4558704,18520,9260,1.9167773174735223,0
T30,OSS1,T30,turbine,-71.01629175,41.1620326,9.0,3.0,9.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,330838,4558704,20372,9260,5.913102271244921,0
T29,OSS1,T29,turbine,-70.99423008,41.16241682,9.0,4.0,9.0,4.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,332690,4558704,22224,9260,1.916761696247605,0
T28,OSS1,T28,turbine,-70.97216798,41.16279682,9.0,5.0,9.0,5.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,334542,4558704,24076,9260,3.764164606333136,0
T35,OSS1,T35,turbine,-71.12659355,41.16004816,10.0,0.0,10.0,0.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,321578,4558704,11112,9260,1.916803334839136,0
T26,OSS1,T26,turbine,-71.12605466,41.14337685,10.0,1.0,10.0,1.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,321578,4556852,11112,7408,1.9168154960041128,0
T25,OSS1,T25,turbine,-71.10400076,41.14378195,10.0,2.0,10.0,2.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,323430,4556852,12964,7408,1.9168294967032,0
T13,OSS1,T13,turbine,-71.12551621,41.12670549,10.0,3.0,10.0,3.0,0.0,11MW_core_wind.yaml,array_core_wind.yaml,321578,4555000,11112,5556,1.9168421079217144,0
OSS1,OSS1,OSS1,substation,-71.12821296,41.21006175,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,321578,4564260,11112,14816,0.0,0
OSS2,OSS2,OSS2,substation,-71.05936992,41.12790742,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,327134,4555000,16668,5556,0.0,0
