Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
114,114,114,1079,OSS1,1079,turbine,39.3641017,-74.09970529,9.0,5.0,9.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577557.606,4357569.092,12720.88953,24211.92193,1.1576726090488323,0
115,115,115,897,OSS2,897,turbine,39.16098574,-74.1006973,9.0,5.0,9.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577696.0806,4335026.667,12859.36414,1669.49771,1.1576704724038387,0
116,116,116,895,OSS2,895,turbine,39.14583588,-74.08703792,9.0,6.0,9.0,6.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,578893.1317,4333357.17,14056.41522,0.0,1.1576675259829925,0
117,117,117,1036,OSS1,1036,turbine,39.31045059,-74.12220448,10.0,0.0,10.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,575677.1674,4351595.809,10840.45096,18238.63956,5.615101804772463,0
118,118,118,922,OSS2,922,turbine,39.20642589,-74.14171042,10.0,0.0,10.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,574104.9272,4340035.16,9268.210737,6677.99072,1.1576809604251268,0
119,119,119,1051,OSS1,1051,turbine,39.32723993,-74.1231865,10.0,1.0,10.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,575574.4348,4353458.265,10737.71828,20101.09517,1.9175643995434195,0
120,120,120,910,OSS2,910,turbine,39.19292378,-74.11534138,10.0,1.0,10.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,576396.2968,4338558.621,11559.58027,5201.45083,1.1576794090912517,0
121,121,121,1052,OSS1,1052,turbine,39.32888211,-74.11046963,10.0,2.0,10.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,576668.7531,4353651.223,11832.03662,20294.05293,1.917565340725036,0
122,122,122,903,OSS2,903,turbine,39.17777561,-74.10167278,10.0,2.0,10.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577593.3479,4336889.123,12756.63139,3531.95321,1.1576765247683878,0
123,123,123,1053,OSS1,1053,turbine,39.3305229,-74.09775219,10.0,3.0,10.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577763.0714,4353844.18,12926.35495,20487.01079,2.104216497331598,0
124,124,124,898,OSS2,898,turbine,39.16262586,-74.08801001,10.0,3.0,10.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,578790.399,4335219.625,13953.68247,1862.45553,3.7600187921807966,0
125,125,125,1066,OSS1,1066,turbine,39.34731232,-74.09872854,10.0,4.0,10.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577660.3387,4355706.636,12823.62222,22349.46632,2.7721589958442814,0
126,126,126,899,OSS2,899,turbine,39.16426459,-74.07532217,10.0,4.0,10.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,579884.7174,4335412.583,15048.00089,2055.41334,2.104211426973169,0
127,127,127,1065,OSS1,1065,turbine,39.34567147,-74.11144901,10.0,5.0,10.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,576566.0203,4355513.678,11729.30385,22156.50852,2.1042128698705005,0
128,128,128,900,OSS2,900,turbine,39.16590193,-74.06263376,10.0,5.0,10.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,580979.0357,4335605.541,16142.31922,2248.37128,1.1576716584636684,0
129,129,129,1064,OSS1,1064,turbine,39.34402922,-74.12416891,10.0,6.0,10.0,6.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,575471.702,4355320.72,10634.9855,21963.55067,1.157669619310364,0
130,130,130,938,OSS2,938,turbine,39.2232154,-74.1426961,11.0,0.0,11.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,574002.1945,4341897.616,9165.47799,8540.44619,1.9323461650291835,0
131,131,131,923,OSS2,923,turbine,39.20807038,-74.12901582,11.0,1.0,11.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,575199.2456,4340228.118,10362.52915,6870.94858,2.1042101066505574,0
132,132,132,904,OSS2,904,turbine,39.17941579,-74.08898249,11.0,2.0,11.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,578687.6662,4337082.081,13850.94975,3724.91112,4.744940244027407,0
133,133,133,905,OSS2,905,turbine,39.18105459,-74.07629164,11.0,3.0,11.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,579781.9846,4337275.039,14945.26808,3917.86888,1.1576712637967723,0
134,134,134,906,OSS2,906,turbine,39.18269199,-74.06360023,11.0,4.0,11.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,580876.303,4337467.996,16039.58653,4110.82676,1.157668163156604,0
135,135,135,907,OSS2,907,turbine,39.184328,-74.05090826,11.0,5.0,11.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,581970.6213,4337660.954,17133.90482,4303.78466,1.157665285554952,0
136,136,136,OSS1,OSS1,OSS1,substation,39.28954201,-74.15299601,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,573044.2341,4349250.076,8207.517658,15892.90621,0.0,0
137,137,137,OSS2,OSS2,OSS2,substation,39.23917407,-74.15003087,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,573352.4323,4343662.711,8515.71579,10305.54145,0.0,0
