Unnamed: 0,id,substation_id,name,type,longitude,latitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
124,BM40,OSS1,BM40,turbine,-70.41087265,40.72060941,11.0,1.0,11.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0056,4508700.009,18520.0028,12964.005,1.9560248231076425,0
125,BJ38,OSS2,BJ38,turbine,-70.45580697,40.77010088,11.0,2.0,11.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,377138.0028,4514256.004,14816.0,18520.0,2.7194539415376444,0
126,BN40,OSS1,BN40,turbine,-70.41052056,40.70393038,11.0,2.0,11.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0056,4506848.009,18520.0028,11112.005,2.719443444804143,0
127,BH38,OSS2,BH38,turbine,-70.4561712,40.78677938,11.0,3.0,11.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,377138.0028,4516108.005,14816.0,20372.001,16.037471330067376,0
128,BP40,OSS1,BP40,turbine,-70.41016878,40.6872513,11.0,3.0,11.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0056,4504996.009,18520.0028,9260.005,1.9560301202330923,0
129,BH39,OSS2,BH39,turbine,-70.43422774,40.78705426,11.0,4.0,11.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,378990.0028,4516108.004,16668.0,20372.0,1.9560409257453213,0
130,BN41,OSS1,BN41,turbine,-70.38860391,40.70419609,11.0,4.0,11.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,382694.0028,4506848.004,20372.0,11112.0,1.956046185654336,0
131,BG39,OSS2,BG39,turbine,-70.43458676,40.80373291,11.0,5.0,11.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,378990.0056,4517960.009,16668.0028,22224.005,2.7194657992338267,0
132,BD44,OSS1,BD44,turbine,-70.32583404,40.85508331,12.0,0.0,12.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,388250.0056,4523516.009,25928.0028,27780.005,1.9489175176718665,0
133,BC44,OSS1,BC44,turbine,-70.32616676,40.87176249,12.0,1.0,12.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,388250.0056,4525368.009,25928.0028,29632.005,1.9560312384544856,0
134,BD43,OSS1,BD43,turbine,-70.34780095,40.8548287,12.0,2.0,12.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,386398.0056,4523516.009,24076.0028,27780.005,2.719453284194981,0
135,BD42,OSS1,BD42,turbine,-70.36976758,40.85456991,12.0,3.0,12.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,384546.0056,4523516.009,22224.0028,27780.005,1.9488988672962777,0
136,BE43,OSS1,BE43,turbine,-70.34746301,40.83814962,13.0,0.0,13.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,386398.0056,4521664.009,24076.0028,25928.005,4.236221637535564,0
137,BE42,OSS1,BE42,turbine,-70.36942413,40.83789098,13.0,1.0,13.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,384546.0056,4521664.009,22224.0028,25928.005,1.948900119964522,0
138,BE41,OSS1,BE41,turbine,-70.39138497,40.83762816,13.0,2.0,13.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,382694.0056,4521664.009,20372.0028,25928.005,1.9488911262241573,0
139,BF40,OSS1,BF40,turbine,-70.41299139,40.82068245,13.0,3.0,13.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0028,4519812.004,18520.0,24076.0,2.719435111910614,0
140,BF42,OSS1,BF42,turbine,-70.36908101,40.82121196,14.0,0.0,14.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,384546.0028,4519812.004,22224.0,24076.0,6.771546190740756,0
141,BF41,OSS1,BF41,turbine,-70.39103635,40.82094929,14.0,1.0,14.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,382694.0028,4519812.004,20372.0,24076.0,1.94889281457012,0
142,BG40,OSS1,BG40,turbine,-70.4126375,40.80400377,14.0,2.0,14.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0056,4517960.009,18520.0028,22224.005,2.719429394627656,0
143,BG41,OSS1,BG41,turbine,-70.39068795,40.80427046,15.0,0.0,15.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,382694.0056,4517960.009,20372.0028,22224.005,9.353179133001705,0
144,BH40,OSS1,BH40,turbine,-70.41228394,40.787325,15.0,1.0,15.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0056,4516108.009,18520.0028,20372.005,2.719440248451272,0
145,BJ40,OSS1,BJ40,turbine,-70.41193067,40.77064618,15.0,2.0,15.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0056,4514256.009,18520.0028,18520.005,1.9560186926808243,0
146,BK40,OSS1,BK40,turbine,-70.4115777,40.75396731,15.0,3.0,15.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,380842.0056,4512404.009,18520.0028,16668.005,1.9560239663576755,0
147,OSS2,OSS2,OSS2,substation,-70.51934164,40.66918261,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,371582.0028,4503144.004,9260.0,7408.0,0.0,0
148,OSS1,OSS1,OSS1,substation,-70.30386685,40.85533374,,,,,0.0,offshore_substation_core_wind.yaml,export_core_wind.yaml,390102.0056,4523516.009,27780.0028,27780.005,0.0,0
