Unnamed: 0,id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
56,1008,OSS1,1008,turbine,39.28212784,-74.21018263,3.0,2.0,3.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,568119.6716,4348382.649,3282.955078,15025.47912,1.157687289667798,0
57,965,OSS3,965,turbine,39.25638845,-74.01665044,3.0,2.0,3.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,584842.6454,4345689.65,20005.9289,12332.48,1.1576725138919115,0
58,946,OSS2,946,turbine,39.23633289,-74.04109934,3.0,3.0,3.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,582756.7415,4343441.279,17920.025,10084.10906,1.157660208160185,0
59,1007,OSS1,1007,turbine,39.28047464,-74.22288887,3.0,3.0,3.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,567025.3533,4348189.691,2188.636767,14832.52121,1.1576892977219475,0
60,966,OSS3,966,turbine,39.25801914,-74.00394417,3.0,3.0,3.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,585936.9639,4345882.608,21100.2474,12525.438,1.1576702508286365,0
61,947,OSS2,947,turbine,39.23796631,-74.02839721,3.0,4.0,3.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,583851.0599,4343634.237,19014.34339,10277.06695,1.1576573259922092,0
62,1006,OSS1,1006,turbine,39.27882005,-74.23559455,3.0,4.0,3.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,565931.0348,4347996.733,1094.318344,14639.56342,1.1576928595170557,0
63,948,OSS2,948,turbine,39.23959834,-74.01569451,3.0,5.0,3.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,584945.3783,4343827.194,20108.66178,10470.02476,1.1576553337274271,0
64,1005,OSS1,1005,turbine,39.27716406,-74.24829964,3.0,5.0,3.0,5.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,564836.7165,4347803.775,0.0,14446.60549,1.157694099874062,0
65,949,OSS2,949,turbine,39.24122897,-74.00299126,3.0,6.0,3.0,6.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,586039.6966,4344020.152,21202.98015,10662.98264,1.1576515008011856,0
66,1032,OSS1,1032,turbine,39.30386818,-74.17305416,4.0,0.0,4.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,571299.8939,4350823.978,6463.177446,17466.80822,2.39750902206406,0
67,956,OSS2,956,turbine,39.24164949,-74.13098155,4.0,0.0,4.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,574993.7801,4343953.029,10157.0636,10595.85962,1.7121845173216863,0
68,1000,OSS3,1000,turbine,39.28833631,-74.03127515,4.0,0.0,4.0,0.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,583542.8616,4349221.603,18706.1451,15864.433,5.103172483310512,0
69,1031,OSS1,1031,turbine,39.30221909,-74.18576515,4.0,1.0,4.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,570205.5756,4350631.02,5368.859068,17273.85026,1.1576818560516593,0
70,957,OSS2,957,turbine,39.24329272,-74.11828035,4.0,1.0,4.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,576088.0985,4344145.987,11251.38198,10788.8175,1.157675666624048,0
71,981,OSS3,981,turbine,39.27154636,-74.03031546,4.0,1.0,4.0,1.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,583645.5943,4347359.148,18808.8778,14001.978,4.650857992494366,0
72,1030,OSS1,1030,turbine,39.30056861,-74.19847556,4.0,2.0,4.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,569111.2572,4350438.062,4274.540739,17080.89248,1.1576836283663798,0
73,958,OSS2,958,turbine,39.24493456,-74.10557859,4.0,2.0,4.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,577182.4168,4344338.945,12345.70036,10981.77532,1.1576725138919115,0
74,980,OSS3,980,turbine,39.26991282,-74.04302363,4.0,2.0,4.0,2.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,582551.276,4347166.19,17714.5595,13809.02,1.1576624217321072,0
75,1029,OSS1,1029,turbine,39.29891673,-74.2111854,4.0,3.0,4.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,568016.9389,4350245.104,3180.222391,16887.93462,1.157686473783233,0
76,959,OSS2,959,turbine,39.24657501,-74.09287626,4.0,3.0,4.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,578276.7352,4344531.903,13440.0187,11174.73322,1.1576702508286365,0
77,979,OSS3,979,turbine,39.26827788,-74.05573124,4.0,3.0,4.0,3.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,581456.9576,4346973.232,16620.2411,13616.062,1.1576589283991072,0
78,1028,OSS1,1028,turbine,39.29726345,-74.22389467,4.0,4.0,4.0,4.0,0.0,15MW_core_wind.yaml,array_core_wind.yaml,566922.6204,4350052.146,2085.903954,16694.97676,1.1576893599244218,0
