id,substation_id,name,longitude,latitude,string,order,distance,subassembly,upstream_cable
AX34,PCW OSS,AX34,40.95242222,-70.54782194,8,1,0,16MW_operations.yaml,array.yaml
AY34,PCW OSS,AY34,40.93574472,-70.5474325,8,2,0,16MW_operations.yaml,array.yaml
AZ34,PCW OSS,AZ34,40.9190675,-70.54704333,8,3,0,16MW_operations.yaml,array.yaml
BA34,PCW OSS,BA34,40.90239,-70.54665444,8,4,0,16MW_operations.yaml,array.yaml
BA35,PCW OSS,BA35,40.90267917,-70.524935,8,5,0,16MW_operations.yaml,array.yaml
AV32,PCW OSS,AV32,40.98517667,-70.5926175,9,0,0,16MW_operations.yaml,array.yaml
AW33,PCW OSS,AW33,40.96880167,-70.57021417,9,1,0,16MW_operations.yaml,array.yaml
AW34,PCW OSS,AW34,40.96909944,-70.54821167,9,2,0,16MW_operations.yaml,array.yaml
AX35,PCW OSS,AX35,40.95271528,-70.52582444,9,3,0,16MW_operations.yaml,array.yaml
AY35,PCW OSS,AY35,40.93603778,-70.52544056,9,4,0,16MW_operations.yaml,array.yaml
AZ35,PCW OSS,AZ35,40.91936028,-70.52505694,9,5,0,16MW_operations.yaml,array.yaml
AV30,PCW OSS,AV30,40.98456028,-70.63663194,10,0,0,16MW_operations.yaml,array.yaml
AW29,PCW OSS,AW29,40.96756917,-70.65822083,10,1,0,16MW_operations.yaml,array.yaml
AX29,PCW OSS,AX29,40.95089278,-70.65780333,10,2,0,16MW_operations.yaml,array.yaml
PCW OSS,PCW OSS,PCW OSS,41.01822389,-70.61543917,,,,offshore_substation.yaml,export.yaml
AZ25,CWW OSS,AZ25,40.9162425,-70.74490444,0,0,0,16MW_operations.yaml,array.yaml
AZ24,CWW OSS,AZ24,40.91590778,-70.76688722,0,1,0,16MW_operations.yaml,array.yaml
BA24,CWW OSS,BA24,40.89923222,-70.76644333,0,2,0,16MW_operations.yaml,array.yaml
BB23,CWW OSS,BB23,40.88221806,-70.78797111,0,3,0,16MW_operations.yaml,array.yaml
BC22,CWW OSS,BC22,40.86519972,-70.80948778,0,4,0,16MW_operations.yaml,array.yaml
BD21,CWW OSS,BD21,40.84817806,-70.83099361,0,5,0,16MW_operations.yaml,array.yaml
BA25,CWW OSS,BA25,40.89956667,-70.74446583,1,0,0,16MW_operations.yaml,array.yaml
BB24,CWW OSS,BB24,40.88255667,-70.76599972,1,1,0,16MW_operations.yaml,array.yaml
BC23,CWW OSS,BC23,40.8655425,-70.78752222,1,2,0,16MW_operations.yaml,array.yaml
BD22,CWW OSS,BD22,40.84852444,-70.80903389,1,3,0,16MW_operations.yaml,array.yaml
BB25,CWW OSS,BB25,40.88289083,-70.74402778,2,0,0,16MW_operations.yaml,array.yaml
BC24,CWW OSS,BC24,40.86588083,-70.76555639,2,1,0,16MW_operations.yaml,array.yaml
BD23,CWW OSS,BD23,40.84886694,-70.78707389,2,2,0,16MW_operations.yaml,array.yaml
BD24,CWW OSS,BD24,40.849205,-70.76511361,2,3,0,16MW_operations.yaml,array.yaml
BC25,CWW OSS,BC25,40.866215,-70.74359028,3,0,0,16MW_operations.yaml,array.yaml
BD25,CWW OSS,BD25,40.84953917,-70.74315278,3,1,0,16MW_operations.yaml,array.yaml
BE25,CWW OSS,BE25,40.83286306,-70.74271583,3,2,0,16MW_operations.yaml,array.yaml
BF25,CWW OSS,BF25,40.81618722,-70.74227917,3,3,0,16MW_operations.yaml,array.yaml
BG25,CWW OSS,BG25,40.79951111,-70.74184306,3,4,0,16MW_operations.yaml,array.yaml
BH25,CWW OSS,BH25,40.782835,-70.74140722,3,5,0,16MW_operations.yaml,array.yaml
BJ25,CWW OSS,BJ25,40.76615861,-70.74097167,3,6,0,16MW_operations.yaml,array.yaml
BK25,CWW OSS,BK25,40.7494825,-70.74053667,3,7,0,16MW_operations.yaml,array.yaml
AZ26,CWW OSS,AZ26,40.91657333,-70.72292111,4,0,0,16MW_operations.yaml,array.yaml
BA26,CWW OSS,BA26,40.89989722,-70.72248833,4,1,0,16MW_operations.yaml,array.yaml
BB26,CWW OSS,BB26,40.88322111,-70.72205583,4,2,0,16MW_operations.yaml,array.yaml
BC26,CWW OSS,BC26,40.866545,-70.72162361,4,3,0,16MW_operations.yaml,array.yaml
BD26,CWW OSS,BD26,40.84986889,-70.72119167,4,4,0,16MW_operations.yaml,array.yaml
BE26,CWW OSS,BE26,40.83319278,-70.72076028,4,5,0,16MW_operations.yaml,array.yaml
BF26,CWW OSS,BF26,40.81651667,-70.72032917,4,6,0,16MW_operations.yaml,array.yaml
BG26,CWW OSS,BG26,40.79984028,-70.71989833,4,7,0,16MW_operations.yaml,array.yaml
BH26,CWW OSS,BH26,40.78316389,-70.71946806,4,8,0,16MW_operations.yaml,array.yaml
BJ26,CWW OSS,BJ26,40.7664875,-70.71903806,4,9,0,16MW_operations.yaml,array.yaml
AX26,CWW OSS,AX26,40.949925,-70.72378806,5,0,0,16MW_operations.yaml,array.yaml
AX27,CWW OSS,AX27,40.95025194,-70.70179361,5,1,0,16MW_operations.yaml,array.yaml
AX28,CWW OSS,AX28,40.95057444,-70.67979861,5,2,0,16MW_operations.yaml,array.yaml
AY29,CWW OSS,AY29,40.93421639,-70.65738639,5,3,0,16MW_operations.yaml,array.yaml
AZ30,CWW OSS,AZ30,40.91785389,-70.634985,5,4,0,16MW_operations.yaml,array.yaml
BA31,CWW OSS,BA31,40.90148667,-70.61259472,5,5,0,16MW_operations.yaml,array.yaml
BA32,CWW OSS,BA32,40.90179194,-70.590615,5,6,0,16MW_operations.yaml,array.yaml
BB33,CWW OSS,BB33,40.88541583,-70.56824111,5,7,0,16MW_operations.yaml,array.yaml
AY28,CWW OSS,AY28,40.93389806,-70.67937611,6,0,0,16MW_operations.yaml,array.yaml
AZ29,CWW OSS,AZ29,40.91754,-70.65696972,6,1,0,16MW_operations.yaml,array.yaml
BA30,CWW OSS,BA30,40.90117722,-70.63457417,6,2,0,16MW_operations.yaml,array.yaml
BB31,CWW OSS,BB31,40.88480972,-70.61218972,6,3,0,16MW_operations.yaml,array.yaml
BB32,CWW OSS,BB32,40.88511472,-70.59021556,6,4,0,16MW_operations.yaml,array.yaml
BC32,CWW OSS,BC32,40.8684375,-70.58981639,6,5,0,16MW_operations.yaml,array.yaml
BC33,CWW OSS,BC33,40.86873833,-70.5678475,6,6,0,16MW_operations.yaml,array.yaml
AY27,CWW OSS,AY27,40.93357583,-70.70136556,7,0,0,16MW_operations.yaml,array.yaml
AZ28,CWW OSS,AZ28,40.91722194,-70.67895389,7,1,0,16MW_operations.yaml,array.yaml
BA29,CWW OSS,BA29,40.90086333,-70.65655333,7,2,0,16MW_operations.yaml,array.yaml
BB30,CWW OSS,BB30,40.88450028,-70.63416361,7,3,0,16MW_operations.yaml,array.yaml
BC31,CWW OSS,BC31,40.86813278,-70.61178528,7,4,0,16MW_operations.yaml,array.yaml
AZ27,CWW OSS,AZ27,40.91689972,-70.70093778,8,0,0,16MW_operations.yaml,array.yaml
BA28,CWW OSS,BA28,40.90054556,-70.67853194,8,1,0,16MW_operations.yaml,array.yaml
BB29,CWW OSS,BB29,40.88418694,-70.65613722,8,2,0,16MW_operations.yaml,array.yaml
BC30,CWW OSS,BC30,40.86782361,-70.63375361,8,3,0,16MW_operations.yaml,array.yaml
BD31,CWW OSS,BD31,40.85145556,-70.61138083,8,4,0,16MW_operations.yaml,array.yaml
BE31,CWW OSS,BE31,40.83477861,-70.61097694,8,5,0,16MW_operations.yaml,array.yaml
BA27,CWW OSS,BA27,40.90022361,-70.70051028,9,0,0,16MW_operations.yaml,array.yaml
BB28,CWW OSS,BB28,40.88386917,-70.67811056,9,1,0,16MW_operations.yaml,array.yaml
BC29,CWW OSS,BC29,40.86751028,-70.65572167,9,2,0,16MW_operations.yaml,array.yaml
BD30,CWW OSS,BD30,40.85114667,-70.63334361,9,3,0,16MW_operations.yaml,array.yaml
BE30,CWW OSS,BE30,40.83446972,-70.63293417,9,4,0,16MW_operations.yaml,array.yaml
BE29,CWW OSS,BE29,40.83415667,-70.65489139,9,5,0,16MW_operations.yaml,array.yaml
BF29,CWW OSS,BF29,40.81748,-70.65447667,9,6,0,16MW_operations.yaml,array.yaml
BC28,CWW OSS,BC28,40.86719278,-70.67768917,10,0,0,16MW_operations.yaml,array.yaml
BD28,CWW OSS,BD28,40.85051611,-70.67726833,10,1,0,16MW_operations.yaml,array.yaml
BD29,CWW OSS,BD29,40.85083361,-70.65530639,10,2,0,16MW_operations.yaml,array.yaml
BE28,CWW OSS,BE28,40.83383972,-70.67684806,10,3,0,16MW_operations.yaml,array.yaml
BF28,CWW OSS,BF28,40.81716306,-70.67642778,10,4,0,16MW_operations.yaml,array.yaml
BG28,CWW OSS,BG28,40.80048639,-70.67600806,10,5,0,16MW_operations.yaml,array.yaml
BB27,CWW OSS,BB27,40.88354722,-70.70008333,11,0,0,16MW_operations.yaml,array.yaml
BC27,CWW OSS,BC27,40.86687111,-70.69965667,11,1,0,16MW_operations.yaml,array.yaml
BD27,CWW OSS,BD27,40.85019472,-70.69923028,11,2,0,16MW_operations.yaml,array.yaml
BE27,CWW OSS,BE27,40.83351833,-70.69880444,11,3,0,16MW_operations.yaml,array.yaml
BF27,CWW OSS,BF27,40.81684194,-70.69837861,11,4,0,16MW_operations.yaml,array.yaml
BG27,CWW OSS,BG27,40.80016528,-70.69795333,11,5,0,16MW_operations.yaml,array.yaml
BH27,CWW OSS,BH27,40.78348889,-70.69752861,11,6,0,16MW_operations.yaml,array.yaml
CWW OSS,CWW OSS,CWW OSS,40.93324917,-70.72335444,,,,offshore_substation.yaml,export.yaml
